,0,1
0,-0.19863347945122486,-0.34632888888896063
1,-0.2207093262487967,-0.3215911111112405
2,-0.22071439595581244,-0.3958044444444008
3,-0.24279269846920196,-0.4452799999998411
4,-0.2428004183455963,-0.544231111111161
5,-0.26488347539735263,-0.544231111111161
6,-0.26489376558526573,-0.544231111111161
7,-0.2649040542078591,-0.6184444444443215
8,-0.2869920559248464,-0.6184444444443215
9,-0.26492743163606775,-0.6926577777779213
10,-0.30909727271315784,-0.7668711111110815
11,-0.28703459050367297,-0.7668711111110815
12,-0.3091310724427239,-0.7668711111110815
13,-0.30914796687952234,-0.7916088888892412
14,-0.3091654024979529,-0.8905599999996822
15,-0.30918501296109663,-0.9152977777778417
16,-0.3092051630683696,-0.940035555555562
17,-0.30922585240752526,-0.940035555555562
18,-0.3092465363028054,-0.865822222221962
19,-0.2871751837013126,-0.9152977777782811
20,-0.2871938753572331,-0.865822222221962
21,-0.28721155224417266,-0.8410844444446814
22,-0.26513420305052593,-0.8163466666665219
23,-0.2651495805220814,-0.7421333333333615
24,-0.2651635569856102,-0.8163466666665219
25,-0.26517892774022367,-0.7421333333333615
26,-0.24309348992155966,-0.7421333333333615
27,-0.243106293419224,-0.6431822222220415
28,-0.24311738762604607,-0.643182222222481
29,-0.1989233016795163,-0.6926577777779213
30,-0.22103674821884703,-0.6431822222220415
31,-0.19894214543450192,-0.5689688888888812
32,-0.176844594960933,-0.4452799999998411
33,-0.17685017600900865,-0.42054222222256044
34,-0.17685544635473147,-0.321591111110801
35,-0.15475204167587164,-0.3215911111112405
36,-0.1326476292609556,-0.22263999999992054
37,-0.15475800822093358,-0.17316444444448031
38,-0.1326513484070652,-0.12368888888904005
39,-0.15476126231538193,-0.1484266666667602
40,-0.15476288925920667,-0.12368888888860062
41,-0.1326550671393978,-0.09895111111131993
42,-0.15476532955158356,-0.024737777777720123
43,-0.15476560068557765,-0.0989511111108805
44,-0.1547666852026962,-0.04947555555587968
45,-0.15476722744836982,-0.04947555555544025
46,-0.15476776968964223,-0.1484266666667602
47,-0.15476939636348724,-0.14842666666632073
48,-0.15477102296944284,-0.1484266666667602
49,-0.1768830280076831,-0.17316444444448031
50,-0.1547745470494446,-0.07421333333316037
51,-0.176886126003005,-0.1484266666667602
52,-0.1768879846967438,-0.12368888888904005
53,-0.17688953354892134,-0.1979022222222004
54,-0.1768920116018984,-0.24737777777764067
55,-0.1990069975911402,-0.2473777777780801
56,-0.15478593036045177,-0.24737777777764067
57,-0.17690130306451976,-0.12368888888904005
58,-0.17690285145485385,-0.2721155555553608
59,-0.17690625771887572,-0.24737777777764067
60,-0.19902302336061686,-0.3215911111112405
61,-0.22114172383468075,-0.3215911111112405
62,-0.19903207913353957,-0.3958044444444008
63,-0.22115294566805202,-0.4452800000002805
64,-0.22115990980409458,-0.4205422222216815
65,-0.1990498376201553,-0.544231111111161
66,-0.19905749619243981,-0.49475555555572076
67,-0.19906445751661914,-0.49475555555572076
68,-0.19907141786901086,-0.5194933333334409
69,-0.1990787251932184,-0.5689688888884418
70,-0.19908672722894513,-0.49475555555572076
71,-0.1990936844764177,-0.544231111111161
72,-0.17697896562407664,-0.49475555555572076
73,-0.1769851480342535,-0.49475555555528133
74,-0.15486741338056106,-0.4452800000002805
75,-0.15487228070425121,-0.4452799999998411
76,-0.13275184064071888,-0.42054222222212095
77,-0.132755779877692,-0.37106666666668076
78,-0.1327592552883725,-0.34632888888896063
79,-0.11063541556053817,-0.3215911111112405
80,-0.11063792508911278,-0.2721155555553608
81,-0.08851203868504331,-0.24737777777764067
82,-0.06638518707580694,-0.17316444444448031
83,-0.04425733177983942,-0.1484266666667602
84,-0.04425779495580153,-0.12368888888904005
85,-0.04425818092094011,-0.024737777777720123
86,0.0,-0.04947555555544025
87,0.0,0.024737777777720123
88,0.0,-0.024737777777720123
89,0.0,0.024737777777720123
90,0.0,0.04947555555544025
91,-0.02212909045968387,0.04947555555587968
92,0.022129013267465067,0.0
93,0.0,0.04947555555544025
94,-0.022128936074167715,0.04947555555544025
95,0.02212885887979183,0.024737777777720123
96,0.0,0.04947555555544025
97,0.0,0.024737777778159557
98,-0.02212870448780446,-0.024737777778159557
99,0.0,0.0
100,0.0,0.04947555555587968
101,-0.04425733177983942,0.024737777777720123
102,0.0,0.0
103,-0.022128627291765315,-0.024737777777720123
104,-0.04425733177983942,-0.024737777777720123
105,-0.06638611346655805,-0.09895111111131993
106,-0.02212885887979183,-0.12368888888904005
107,-0.04425810372899094,-0.0989511111108805
108,-0.06638761874111418,-0.09895111111131993
109,-0.04425872124948465,-0.07421333333316037
110,-0.08851790562154342,-0.07421333333316037
111,-0.06638877655159406,-0.12368888888904005
112,-0.11064892570873565,-0.12368888888904005
113,-0.11064989046811123,-0.197902222221761
114,-0.08852114720776139,-0.22264000000036
115,-0.06639190223582664,-0.1979022222222004
116,-0.06639282824966178,-0.24737777777764067
117,-0.0442626571312664,-0.22264000000036
118,-0.04426335155302488,-0.24737777777764067
119,-0.04426412308309221,-0.22264000000036
120,-0.04426481741105096,-0.2721155555549214
121,-0.08853133195340948,-0.2968533333335204
122,-0.06639988741460134,-0.12368888888904005
