,0,1
0,-4.255534503726958,-10.330626021805461
1,-4.255534503726958,-10.330626021805461
2,-4.255534503726958,-10.330626021805461
3,-4.255534503726958,-10.330626021805461
4,-4.020928749597686,-10.297809061330803
5,-4.020928749597686,-10.297809061330803
6,-4.020928749597686,-10.297809061330803
7,-4.020928749597686,-10.297809061330803
8,-3.8042561208812375,-10.30921571524323
9,-3.8042561208812375,-10.30921571524323
10,-3.8042561208812375,-10.30921571524323
11,-3.8042561208812375,-10.30921571524323
12,-3.6887698576609558,-10.426780777002907
13,-3.6887698576609558,-10.426780777002907
14,-3.6887698576609558,-10.426780777002907
15,-3.6887698576609558,-10.426780777002907
16,-3.7783272744541563,-10.537956349869704
17,-3.7783272744541563,-10.537956349869704
18,-3.7783272744541563,-10.537956349869704
19,-3.7783272744541563,-10.537956349869704
20,-4.032670085182708,-10.624847039280304
21,-4.032670085182708,-10.624847039280304
22,-4.032670085182708,-10.624847039280304
23,-4.032670085182708,-10.624847039280304
24,-4.1215833895608815,-10.350029096540949
25,-4.1215833895608815,-10.350029096540949
26,-4.1215833895608815,-10.350029096540949
27,-4.1215833895608815,-10.350029096540949
28,-3.955362780230572,-10.247710780854078
29,-3.955362780230572,-10.247710780854078
30,-3.955362780230572,-10.247710780854078
31,-3.955362780230572,-10.247710780854078
32,-3.7308706926779847,-10.041093597888242
33,-3.7308706926779847,-10.041093597888242
34,-3.7308706926779847,-10.041093597888242
35,-3.7308706926779847,-10.041093597888242
36,-3.5716235611127245,-10.023859004849914
37,-3.5716235611127245,-10.023859004849914
38,-3.5716235611127245,-10.023859004849914
39,-3.5716235611127245,-10.023859004849914
40,-3.4467906860965134,-10.099622314393724
41,-3.4467906860965134,-10.099622314393724
42,-3.4467906860965134,-10.099622314393724
43,-3.4467906860965134,-10.099622314393724
44,-3.6016586267253405,-10.297565750968007
45,-3.6016586267253405,-10.297565750968007
46,-3.6016586267253405,-10.297565750968007
47,-3.6016586267253405,-10.297565750968007
48,-3.8204051981795053,-10.263597271416742
49,-3.8204051981795053,-10.263597271416742
50,-3.8204051981795053,-10.263597271416742
51,-3.8204051981795053,-10.263597271416742
52,-3.8754752385768505,-10.195076675024652
53,-3.8754752385768505,-10.195076675024652
54,-3.8754752385768505,-10.195076675024652
55,-3.8754752385768505,-10.195076675024652
56,-3.6281843213112053,-10.019176009368039
57,-3.6281843213112053,-10.019176009368039
58,-3.6281843213112053,-10.019176009368039
59,-3.6281843213112053,-10.019176009368039
60,-3.2150401916234355,-9.852988978804266
61,-3.2150401916234355,-9.852988978804266
62,-3.2150401916234355,-9.852988978804266
63,-3.2150401916234355,-9.852988978804266
64,-2.882540886001068,-9.690721790327826
65,-2.882540886001068,-9.690721790327826
66,-2.882540886001068,-9.690721790327826
67,-2.882540886001068,-9.690721790327826
68,-2.7618632095050155,-9.625113940052254
69,-2.7618632095050155,-9.625113940052254
70,-2.7618632095050155,-9.625113940052254
71,-2.7618632095050155,-9.625113940052254
72,-2.5660041368301765,-9.368541605634087
73,-2.5660041368301765,-9.368541605634087
74,-2.5660041368301765,-9.368541605634087
75,-2.5660041368301765,-9.368541605634087
76,-2.4422732131430775,-9.294699730980897
77,-2.4422732131430775,-9.294699730980897
78,-2.4422732131430775,-9.294699730980897
79,-2.4422732131430775,-9.294699730980897
80,-2.429416350475914,-9.18344825707014
81,-2.429416350475914,-9.18344825707014
82,-2.429416350475914,-9.18344825707014
83,-2.429416350475914,-9.18344825707014
84,-2.2517211062111,-9.042491574793138
85,-2.2517211062111,-9.042491574793138
86,-2.2517211062111,-9.042491574793138
87,-2.2517211062111,-9.042491574793138
88,-2.286558532621441,-8.784511709415678
89,-2.286558532621441,-8.784511709415678
90,-2.286558532621441,-8.784511709415678
91,-2.286558532621441,-8.784511709415678
92,-2.0908537489804884,-8.929852637657293
93,-2.0908537489804884,-8.929852637657293
94,-2.0908537489804884,-8.929852637657293
95,-2.0908537489804884,-8.929852637657293
96,-2.03657318482246,-8.862989433307934
97,-2.03657318482246,-8.862989433307934
98,-2.03657318482246,-8.862989433307934
99,-2.03657318482246,-8.862989433307934
100,-1.943435813775638,-8.867049273830066
101,-1.943435813775638,-8.867049273830066
102,-1.943435813775638,-8.867049273830066
103,-1.943435813775638,-8.867049273830066
104,-1.6539234410862949,-8.884788599378982
105,-1.6539234410862949,-8.884788599378982
